x-axis,1,2
second,Volt,Volt
+5.404000E-03,+1.139698480E+00,+3.219698448E+00
+5.405000E-03,+1.153768832E+00,+3.227236137E+00
+5.406000E-03,+1.153768832E+00,+3.219698448E+00
+5.407000E-03,+1.153768832E+00,+3.227236137E+00
+5.408000E-03,+1.139698480E+00,+3.187035132E+00
+5.409000E-03,+1.139698480E+00,+3.199597946E+00
+5.410000E-03,+1.142336671E+00,+3.187035132E+00
+5.411000E-03,+1.130904511E+00,-69.246240E-03
+5.412000E-03,+1.142336671E+00,+11.155769E-03
+5.413000E-03,+1.153768832E+00,+51.356774E-03
+5.414000E-03,+1.139698480E+00,+18.693458E-03
+5.415000E-03,+1.153768832E+00,+23.718583E-03
+5.416000E-03,+1.153768832E+00,+18.693458E-03
+5.417000E-03,+1.153768832E+00,+51.356774E-03
+5.418000E-03,+1.153768832E+00,+18.693458E-03
+5.419000E-03,+1.153768832E+00,+51.356774E-03
+5.420000E-03,+1.142336671E+00,+43.819085E-03
+5.421000E-03,+1.124748732E+00,+2.084020069E+00
+5.422000E-03,+1.153768832E+00,+3.219698448E+00
+5.423000E-03,+1.149371847E+00,+3.214673323E+00
+5.424000E-03,+1.142336671E+00,+3.219698448E+00
+5.425000E-03,+1.149371847E+00,+3.187035132E+00
+5.426000E-03,+1.151130641E+00,+3.194572821E+00
+5.427000E-03,+1.139698480E+00,+3.187035132E+00
+5.428000E-03,+1.137060289E+00,+3.219698448E+00
+5.429000E-03,+1.144095465E+00,+3.214673323E+00
+5.430000E-03,+1.153768832E+00,+3.187035132E+00
+5.431000E-03,+1.153768832E+00,+1.003618070E+00
+5.432000E-03,+1.142336671E+00,+11.155769E-03
+5.433000E-03,+1.153768832E+00,+38.793960E-03
+5.434000E-03,+1.142336671E+00,+43.819085E-03
+5.435000E-03,+1.153768832E+00,+51.356774E-03
+5.436000E-03,+1.151130641E+00,+43.819085E-03
+5.437000E-03,+1.149371847E+00,+38.793960E-03
+5.438000E-03,+1.153768832E+00,+43.819085E-03
+5.439000E-03,+1.153768832E+00,+11.155769E-03
+5.440000E-03,+1.153768832E+00,+18.693458E-03
+5.441000E-03,+1.095728631E+00,+3.214673323E+00
+5.442000E-03,+1.139698480E+00,+3.227236137E+00
+5.443000E-03,+1.139698480E+00,+3.214673323E+00
+5.444000E-03,+1.142336671E+00,+3.187035132E+00
+5.445000E-03,+1.149371847E+00,+3.199597946E+00
+5.446000E-03,+1.151130641E+00,+3.187035132E+00
+5.447000E-03,+1.153768832E+00,+3.187035132E+00
